,name,is_closed,url,rating,price,review_count,latitude,longitude,location
79,Pineapple Express Delivers,False,https://www.yelp.com/biz/pineapple-express-delivers-santa-clarita-2?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.5,,69,34.4400287,-118.5914696,"(34.4400287, -118.5914696)"
80,Lit Co,False,https://www.yelp.com/biz/lit-co-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,$$,40,34.03941,-118.2677,"(34.03941, -118.2677)"
81,House Of Flowers,False,https://www.yelp.com/biz/house-of-flowers-los-angeles-4?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,$$,92,34.0644,-118.27157,"(34.0644, -118.27157)"
82,The Balloon Room,False,https://www.yelp.com/biz/the-balloon-room-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,,41,34.045809,-118.260598,"(34.045809, -118.260598)"
83,The Antidote,False,https://www.yelp.com/biz/the-antidote-los-angeles-2?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,5.0,,13,34.08344732352794,-118.3508367,"(34.08344732352794, -118.3508367)"
84,Emberz,False,https://www.yelp.com/biz/emberz-van-nuys-2?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.5,,28,34.211817,-118.462793,"(34.211817, -118.462793)"
85,The Pottery,False,https://www.yelp.com/biz/the-pottery-los-angeles-2?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,$$,47,34.04502,-118.34853,"(34.04502, -118.34853)"
86,Dr. Greenthumb’s,False,https://www.yelp.com/biz/dr-greenthumb-s-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,$$,68,34.07467,-118.22086,"(34.07467, -118.22086)"
87,Marina Caregivers,False,https://www.yelp.com/biz/marina-caregivers-marina-del-rey-2?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,,79,33.990839,-118.445826,"(33.990839, -118.445826)"
88,Gorilla Rx,False,https://www.yelp.com/biz/gorilla-rx-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.5,$$,17,34.00728,-118.33513,"(34.00728, -118.33513)"
89,The Medicine Woman,False,https://www.yelp.com/biz/the-medicine-woman-bellflower?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,$$,47,33.869291172765166,-118.140589,"(33.869291172765166, -118.140589)"
90,GREENWOLF LA,False,https://www.yelp.com/biz/greenwolf-la-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,$$,88,34.1256846,-118.2639331,"(34.1256846, -118.2639331)"
91,Skyhigh LA,False,https://www.yelp.com/biz/skyhigh-la-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,$$,27,34.0598826107359,-118.215785399079,"(34.0598826107359, -118.215785399079)"
92,Natural Remedies Caregivers,False,https://www.yelp.com/biz/natural-remedies-caregivers-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,,35,34.087443,-118.309602,"(34.087443, -118.309602)"
93,Best Buds Delivery,False,https://www.yelp.com/biz/best-buds-delivery-los-angeles-12?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,$$,32,33.9556606,-118.416723,"(33.9556606, -118.416723)"
94,Calma,False,https://www.yelp.com/biz/calma-west-hollywood?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,,82,34.09242667,-118.34441667,"(34.09242667, -118.34441667)"
95,Buds & Roses,False,https://www.yelp.com/biz/buds-and-roses-studio-city?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.5,$$$$,230,34.1460999,-118.41768,"(34.1460999, -118.41768)"
96,TLC Collective by Jungle Boys,False,https://www.yelp.com/biz/tlc-collective-by-jungle-boys-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,$$$,67,34.0177450381105,-118.198729850021,"(34.0177450381105, -118.198729850021)"
97,New Apothecary,False,https://www.yelp.com/biz/new-apothecary-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,5.0,,10,34.153096,-118.468758,"(34.153096, -118.468758)"
98,Ice Kream,False,https://www.yelp.com/biz/ice-kream-studio-city-2?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,$$$,172,34.13963,-118.37872,"(34.13963, -118.37872)"
99,New Age Care Center,False,https://www.yelp.com/biz/new-age-care-center-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,,31,34.01078,-118.2796,"(34.01078, -118.2796)"
100,New Amsterdam Naturals - NNCC,False,https://www.yelp.com/biz/new-amsterdam-naturals-nncc-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.0,$$$,73,34.02887,-118.3927,"(34.02887, -118.3927)"
101,Los Angeles Farmers,False,https://www.yelp.com/biz/los-angeles-farmers-los-angeles-2?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,5.0,,11,34.02736,-118.25302,"(34.02736, -118.25302)"
102,Sherbinskis,False,https://www.yelp.com/biz/sherbinskis-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,,50,34.077554,-118.361592,"(34.077554, -118.361592)"
103,Firehouse 365,False,https://www.yelp.com/biz/firehouse-365-maywood-2?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,,28,33.9829135,-118.1860701,"(33.9829135, -118.1860701)"
104,420 Caregiver Sherman Oaks Dispensary,False,https://www.yelp.com/biz/420-caregiver-sherman-oaks-dispensary-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.5,,18,34.14896,-118.43868,"(34.14896, -118.43868)"
105,Happy Leaf Collective Dispensary,False,https://www.yelp.com/biz/happy-leaf-collective-dispensary-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,,45,34.04422,-118.43246,"(34.04422, -118.43246)"
106,Grassdoor,False,https://www.yelp.com/biz/grassdoor-los-angeles-3?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,2.5,,178,34.10746544713674,-118.36528095383231,"(34.10746544713674, -118.36528095383231)"
107,Emjay,False,https://www.yelp.com/biz/emjay-los-angeles-9?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.0,,85,34.06767654418945,-118.34990692138672,"(34.06767654418945, -118.34990692138672)"
108,420 Altadena 25 Cap,False,https://www.yelp.com/biz/420-altadena-25-cap-altadena-2?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,,71,34.18561033,-118.1512005,"(34.18561033, -118.1512005)"
109,Green Door West Delivery,False,https://www.yelp.com/biz/green-door-west-delivery-los-angeles-2?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.5,$$,86,34.03722,-118.42127,"(34.03722, -118.42127)"
110,CBD on Abbot,False,https://www.yelp.com/biz/cbd-on-abbot-venice-3?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.5,,12,33.98866,-118.45258,"(33.98866, -118.45258)"
111,iLyfted Studio City,False,https://www.yelp.com/biz/ilyfted-studio-city?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,5.0,,49,34.150135,-118.379941,"(34.150135, -118.379941)"
112,LB Collective,False,https://www.yelp.com/biz/lb-collective-long-beach-2?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,,32,33.87491,-118.17117,"(33.87491, -118.17117)"
113,Wonderbrett Store,False,https://www.yelp.com/biz/wonderbrett-store-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.5,,9,34.076733,-118.343777,"(34.076733, -118.343777)"
114,HCMA,False,https://www.yelp.com/biz/hcma-sun-valley-3?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,,46,34.24088,-118.39002,"(34.24088, -118.39002)"
115,City Compassionate Caregivers,False,https://www.yelp.com/biz/city-compassionate-caregivers-los-angeles-5?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,,51,34.0348,-118.22392,"(34.0348, -118.22392)"
116,Josephine and Billie’s,False,https://www.yelp.com/biz/josephine-and-billie-s-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,5.0,$$,8,34.0111315,-118.3050523,"(34.0111315, -118.3050523)"
117,The Buddha Company - Arts District,False,https://www.yelp.com/biz/the-buddha-company-arts-district-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.5,$$,78,34.030514,-118.230839,"(34.030514, -118.230839)"
118,Cannajuana Releaf,False,https://www.yelp.com/biz/cannajuana-releaf-glendale?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,5.0,$$,8,34.13526,-118.24425,"(34.13526, -118.24425)"
119,Limited Edition420 Delivery,False,https://www.yelp.com/biz/limited-edition420-delivery-los-angeles-6?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,,22,34.0997886657715,-118.327217102051,"(34.0997886657715, -118.327217102051)"
120,Illa Canna,False,https://www.yelp.com/biz/illa-canna-los-angeles-5?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,,17,34.02541,-118.34366,"(34.02541, -118.34366)"
121,Silver Lake Caregivers Group,False,https://www.yelp.com/biz/silver-lake-caregivers-group-los-angeles-2?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.0,,66,34.1070133,-118.25503521,"(34.1070133, -118.25503521)"
122,Leaf and Lion,False,https://www.yelp.com/biz/leaf-and-lion-long-beach?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,,27,33.88154,-118.16254,"(33.88154, -118.16254)"
123,Semilla_HRC,False,https://www.yelp.com/biz/semilla-hrc-los-angeles-3?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,,32,34.2093599,-118.36264,"(34.2093599, -118.36264)"
124,Pot Valet Marijuana Weed Delivery,False,https://www.yelp.com/biz/pot-valet-marijuana-weed-delivery-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,$$,16,34.0398292541504,-118.268547058105,"(34.0398292541504, -118.268547058105)"
125,Fast and Friendly,False,https://www.yelp.com/biz/fast-and-friendly-san-diego-7?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,$$,34,34.0011596679688,-118.154960632324,"(34.0011596679688, -118.154960632324)"
126,Deals On Wheels,False,https://www.yelp.com/biz/deals-on-wheels-los-angeles-9?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,$,21,34.00835037231445,-118.25940704345703,"(34.00835037231445, -118.25940704345703)"
127,Club Lit,False,https://www.yelp.com/biz/club-lit-los-nietos-3?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,$$,36,33.99197667,-118.06778167,"(33.99197667, -118.06778167)"
128,Da Green Corner,False,https://www.yelp.com/biz/da-green-corner-los-angeles-24?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,,27,34.0346552,-118.2917767,"(34.0346552, -118.2917767)"
129,Westside Organic Delivery,False,https://www.yelp.com/biz/westside-organic-delivery-santa-monica?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.5,,13,34.0306434631348,-118.490600585938,"(34.0306434631348, -118.490600585938)"
130,LA Cannabis Co - Inglewood,False,https://www.yelp.com/biz/la-cannabis-co-inglewood-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,$$,26,33.98545,-118.31199,"(33.98545, -118.31199)"
131,Traditional DTLA,False,https://www.yelp.com/biz/traditional-dtla-los-angeles-2?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,,13,34.025568,-118.232876,"(34.025568, -118.232876)"
132,The Relief Collective,False,https://www.yelp.com/biz/the-relief-collective-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,,16,34.0511166,-118.3653043,"(34.0511166, -118.3653043)"
133,Sixty Four & Hope,False,https://www.yelp.com/biz/sixty-four-and-hope-los-angeles-3?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,5.0,,7,34.08359,-118.34088,"(34.08359, -118.34088)"
134,Eaze,False,https://www.yelp.com/biz/eaze-venice-3?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,2.5,,148,33.99266,-118.4637,"(33.99266, -118.4637)"
135,American Eagle Collective,False,https://www.yelp.com/biz/american-eagle-collective-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.5,$$,10,34.141769,-118.221107,"(34.141769, -118.221107)"
136,Weed Way,False,https://www.yelp.com/biz/weed-way-los-angeles-4?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,,23,34.248081,-118.284415,"(34.248081, -118.284415)"
137,LA Cannabis Co - Los Angeles,False,https://www.yelp.com/biz/la-cannabis-co-los-angeles-los-angeles-5?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.0,$,26,34.0187479,-118.3193331,"(34.0187479, -118.3193331)"
138,Sixty Four & Hope,False,https://www.yelp.com/biz/sixty-four-and-hope-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,5.0,,8,34.04009,-118.37681,"(34.04009, -118.37681)"
139,Los Angeles Variety Cannabis,False,https://www.yelp.com/biz/los-angeles-variety-cannabis-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,,25,34.06290775599239,-118.36267792331337,"(34.06290775599239, -118.36267792331337)"
140,Caliva Delivery,False,https://www.yelp.com/biz/caliva-delivery-los-angeles-2?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,,10,34.0656,-118.34984,"(34.0656, -118.34984)"
141,Angel’s Kush Cannabis Delivery,False,https://www.yelp.com/biz/angel-s-kush-cannabis-delivery-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,,17,34.063149,-118.298583,"(34.063149, -118.298583)"
142,Kanep CBD,False,https://www.yelp.com/biz/kanep-cbd-west-hollywood?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,5.0,,10,34.090558,-118.369396,"(34.090558, -118.369396)"
143,420Bird,False,https://www.yelp.com/biz/420bird-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.0,,45,34.0522342,-118.2436849,"(34.0522342, -118.2436849)"
144,Westside Botanicals,False,https://www.yelp.com/biz/westside-botanicals-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,,12,33.998695,-118.4285243,"(33.998695, -118.4285243)"
145,Cookies Melrose,False,https://www.yelp.com/biz/cookies-melrose-los-angeles-2?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,2.5,,86,34.0834138,-118.3725351,"(34.0834138, -118.3725351)"
146,Herbal Remedies Caregivers,False,https://www.yelp.com/biz/herbal-remedies-caregivers-sylmar?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,,27,34.295407,-118.41234,"(34.295407, -118.41234)"
147,Originals Factory & Weed Shop,False,https://www.yelp.com/biz/originals-factory-and-weed-shop-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.5,,8,33.981015,-118.26258,"(33.981015, -118.26258)"
148,Elevate Medical & Recreational Weed Dispensary LA,False,https://www.yelp.com/biz/elevate-dispensary-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.5,,10,34.071757,-118.364469,"(34.071757, -118.364469)"
149,Super Supreme Dispensary ,False,https://www.yelp.com/biz/super-supreme-dispensary-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.0,$,26,34.076275393014626,-118.2982043,"(34.076275393014626, -118.2982043)"
150,Majic Meows,False,https://www.yelp.com/biz/majic-meows-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,5.0,,4,34.11178123559592,-118.2600179803579,"(34.11178123559592, -118.2600179803579)"
151,Pacific Organic,False,https://www.yelp.com/biz/pacific-organic-los-angeles-2?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,,10,34.14918,-118.4106,"(34.14918, -118.4106)"
152,The Circle,False,https://www.yelp.com/biz/the-circle-long-beach-2?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,$$,258,33.78905,-118.13945,"(33.78905, -118.13945)"
153,Bonafide Cannabis Dispensary,False,https://www.yelp.com/biz/bonafide-cannabis-dispensary-maywood-2?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,$$,22,33.980554,-118.172571,"(33.980554, -118.172571)"
154,Field Of Dreams,False,https://www.yelp.com/biz/field-of-dreams-los-angeles-4?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,,22,34.05025,-118.43777,"(34.05025, -118.43777)"
155,Best of Buddha Whittier,False,https://www.yelp.com/biz/best-of-buddha-whittier-whittier?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.0,$$,42,33.97241,-118.07091,"(33.97241, -118.07091)"
156,MMD Marina Del Rey,False,https://www.yelp.com/biz/mmd-marina-del-rey-marina-del-rey?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,4.0,,76,33.992108,-118.443668,"(33.992108, -118.443668)"
157,DTPG by The Cure Company,False,https://www.yelp.com/biz/dtpg-by-the-cure-company-los-angeles?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,3.5,$$,18,34.02654,-118.23878,"(34.02654, -118.23878)"
158,The Hotbox In Hawthorne,False,https://www.yelp.com/biz/the-hotbox-in-hawthorne-hawthorne-2?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,2.5,$$,75,33.90708,-118.36157,"(33.90708, -118.36157)"
159,High Flyers CA,False,https://www.yelp.com/biz/high-flyers-ca-long-beach-08?adjust_creative=S3Q8rdxLg5kyCv0Mw38vXA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S3Q8rdxLg5kyCv0Mw38vXA,5.0,,5,33.81018494248331,-118.11676695942879,"(33.81018494248331, -118.11676695942879)"
